  15048   2827   4230  7991 
   296   168   4   4    18
   300   168   4   4    19
   304   168   4   4    19
   308   168   4   4    19
   312   168   4   4    19
   316   168   4   4    20
   320   168   4   4    20
   324   168   4   4    20
   328   168   4   4    20
   332   168   4   4    20
   336   168   4   4    21
   340   168   4   4    21
   344   168   4   4    20
   348   168   4   4    20
   352   168   4   4    20
   356   168   4   4    20
   360   168   4   4    20
   364   168   4   4    20
   368   168   4   4    20
   372   168   4   4    20
   376   168   4   4    20
   380   168   4   4    20
   384   168   4   4    20
   388   168   4   4    20
   392   168   4   4    19
   396   168   4   4    19
   400   168   4   4    18
   404   168   4   4    17
   408   168   4   4    16
   412   168   4   4    15
   416   168   4   4    15
   420   168   4   4    13
   424   168   4   4    12
   428   168   4   4    11
    40   172   4   4     5
    44   172   4   4     5
    60   172   4   4     5
    64   172   4   4     5
    68   172   4   4     5
    72   172   4   4     6
    76   172   4   4     6
    80   172   4   4     6
    84   172   4   4     7
    88   172   4   4     7
    92   172   4   4     7
    96   172   4   4     7
   100   172   4   4     8
   104   172   4   4     8
   108   172   4   4     8
   112   172   4   4     8
   116   172   4   4     8
   120   172   4   4     8
   124   172   4   4     8
   128   172   4   4     9
   132   172   4   4     9
   136   172   4   4     9
   140   172   4   4     9
   144   172   4   4    10
   164   172   4   4    10
   168   172   4   4    10
   172   172   4   4    10
   176   172   4   4     8
   180   172   4   4     6
   184   172   4   4     5
   188   172   4   4     5
   192   172   4   4     5
   196   172   4   4     7
   200   172   4   4    10
   204   172   4   4    11
   208   172   4   4    11
   212   172   4   4    11
   216   172   4   4    12
   220   172   4   4    11
   224   172   4   4    11
   228   172   4   4    11
   232   172   4   4    11
   236   172   4   4    12
   240   172   4   4    13
   244   172   4   4    14
   248   172   4   4    14
   252   172   4   4    15
   256   172   4   4    15
   260   172   4   4    16
   264   172   4   4    16
   268   172   4   4    17
   272   172   4   4    17
   276   172   4   4    18
   280   172   4   4    18
   284   172   4   4    18
   288   172   4   4    19
   292   172   4   4    19
   296   172   4   4    19
   300   172   4   4    19
   304   172   4   4    19
   308   172   4   4    19
   312   172   4   4    20
   316   172   4   4    20
   320   172   4   4    20
   324   172   4   4    20
   328   172   4   4    21
   332   172   4   4    21
   336   172   4   4    21
   340   172   4   4    21
   344   172   4   4    21
   348   172   4   4    21
   352   172   4   4    21
   356   172   4   4    21
   360   172   4   4    21
   364   172   4   4    20
   368   172   4   4    20
   372   172   4   4    20
   376   172   4   4    20
   380   172   4   4    21
   384   172   4   4    20
   388   172   4   4    20
   392   172   4   4    20
   396   172   4   4    19
   400   172   4   4    19
   404   172   4   4    18
   408   172   4   4    18
   412   172   4   4    16
   416   172   4   4    15
   420   172   4   4    15
   424   172   4   4    14
   428   172   4   4    13
   432   172   4   4    12
    32   176   4   4     5
    36   176   4   4     5
    40   176   4   4     5
    44   176   4   4     5
    48   176   4   4     5
    52   176   4   4     5
    56   176   4   4     5
    60   176   4   4     5
    64   176   4   4     5
    68   176   4   4     6
    72   176   4   4     6
    76   176   4   4     6
    80   176   4   4     6
    84   176   4   4     7
    88   176   4   4     7
    92   176   4   4     7
   104   176   4   4     8
   108   176   4   4     8
   112   176   4   4     8
   116   176   4   4     8
   120   176   4   4     8
   124   176   4   4     9
   128   176   4   4     9
   132   176   4   4     9
   136   176   4   4     9
   140   176   4   4    10
   144   176   4   4    10
   164   176   4   4     9
   168   176   4   4     9
   172   176   4   4     9
   176   176   4   4     8
   200   176   4   4    10
   204   176   4   4    10
   208   176   4   4    10
   212   176   4   4    11
   216   176   4   4    11
   220   176   4   4    11
   224   176   4   4    11
   228   176   4   4    12
   232   176   4   4    13
   236   176   4   4    13
   240   176   4   4    13
   244   176   4   4    14
   248   176   4   4    14
   252   176   4   4    15
   256   176   4   4    15
   260   176   4   4    16
   264   176   4   4    16
   268   176   4   4    17
   272   176   4   4    17
   276   176   4   4    18
   280   176   4   4    18
   284   176   4   4    19
   288   176   4   4    19
   292   176   4   4    19
   296   176   4   4    19
   300   176   4   4    19
   304   176   4   4    19
   308   176   4   4    20
   312   176   4   4    20
   316   176   4   4    20
   320   176   4   4    20
   324   176   4   4    21
   328   176   4   4    21
   332   176   4   4    21
   336   176   4   4    21
   340   176   4   4    21
   344   176   4   4    21
   348   176   4   4    21
   352   176   4   4    21
   356   176   4   4    21
   360   176   4   4    21
   364   176   4   4    21
   368   176   4   4    21
   372   176   4   4    21
   376   176   4   4    21
   380   176   4   4    21
   384   176   4   4    21
   388   176   4   4    20
   392   176   4   4    20
   396   176   4   4    20
   400   176   4   4    20
   404   176   4   4    19
   408   176   4   4    19
   412   176   4   4    18
   416   176   4   4    16
   420   176   4   4    16
   424   176   4   4    15
   428   176   4   4    14
   432   176   4   4    13
   436   176   4   4    12
    36   180   4   4     5
    40   180   4   4     5
    44   180   4   4     5
    48   180   4   4     5
    52   180   4   4     5
    56   180   4   4     5
    60   180   4   4     5
    64   180   4   4     6
    68   180   4   4     6
    72   180   4   4     6
    76   180   4   4     6
    80   180   4   4     7
    84   180   4   4     7
    88   180   4   4     7
    92   180   4   4     8
   104   180   4   4     8
   108   180   4   4     8
   112   180   4   4     8
   116   180   4   4     8
   120   180   4   4     9
   124   180   4   4     9
   128   180   4   4     9
   132   180   4   4     9
   136   180   4   4     9
   140   180   4   4    10
   144   180   4   4    10
   148   180   4   4    10
   152   180   4   4     9
   156   180   4   4     7
   160   180   4   4     7
   164   180   4   4     8
   168   180   4   4     9
   172   180   4   4     8
   176   180   4   4     6
   200   180   4   4     8
   204   180   4   4    10
   208   180   4   4    10
   212   180   4   4    10
   216   180   4   4    11
   220   180   4   4    11
   224   180   4   4    12
   228   180   4   4    12
   232   180   4   4    13
   236   180   4   4    13
   240   180   4   4    13
   244   180   4   4    14
   248   180   4   4    14
   252   180   4   4    15
   256   180   4   4    15
   260   180   4   4    16
   264   180   4   4    16
   268   180   4   4    17
   272   180   4   4    17
   276   180   4   4    18
   280   180   4   4    18
   284   180   4   4    19
   288   180   4   4    19
   292   180   4   4    19
   296   180   4   4    20
   300   180   4   4    20
   304   180   4   4    20
   308   180   4   4    20
   312   180   4   4    20
   316   180   4   4    20
   320   180   4   4    21
   324   180   4   4    21
   328   180   4   4    21
   332   180   4   4    21
   336   180   4   4    21
   340   180   4   4    21
   344   180   4   4    21
   348   180   4   4    21
   352   180   4   4    21
   356   180   4   4    21
   360   180   4   4    21
   364   180   4   4    21
   368   180   4   4    21
   372   180   4   4    21
   376   180   4   4    21
   380   180   4   4    21
   384   180   4   4    21
   388   180   4   4    21
   392   180   4   4    21
   396   180   4   4    20
   400   180   4   4    20
   404   180   4   4    20
   408   180   4   4    19
   412   180   4   4    19
   416   180   4   4    18
   420   180   4   4    17
   424   180   4   4    16
   428   180   4   4    16
   432   180   4   4    15
   436   180   4   4    14
   440   180   4   4    13
   444   180   4   4    11
    36   184   4   4     5
    40   184   4   4     5
    44   184   4   4     5
    48   184   4   4     5
    52   184   4   4     5
    56   184   4   4     5
    60   184   4   4     6
    64   184   4   4     6
    68   184   4   4     6
    72   184   4   4     7
    76   184   4   4     7
    80   184   4   4     7
    84   184   4   4     7
    88   184   4   4     7
    92   184   4   4     7
    96   184   4   4     8
   100   184   4   4     8
   104   184   4   4     8
   108   184   4   4     8
   112   184   4   4     9
   116   184   4   4     9
   120   184   4   4     9
   124   184   4   4     9
   128   184   4   4     9
   132   184   4   4     9
   136   184   4   4     9
   140   184   4   4     9
   144   184   4   4    10
   148   184   4   4     9
   152   184   4   4     9
   156   184   4   4     7
   160   184   4   4     7
   164   184   4   4     8
   168   184   4   4     7
   172   184   4   4     6
   176   184   4   4     6
   200   184   4   4     9
   204   184   4   4     9
   208   184   4   4    10
   212   184   4   4    10
   216   184   4   4    11
   220   184   4   4    11
   224   184   4   4    12
   228   184   4   4    12
   232   184   4   4    12
   236   184   4   4    13
   240   184   4   4    13
   244   184   4   4    14
   248   184   4   4    14
   252   184   4   4    15
   256   184   4   4    15
   260   184   4   4    16
   264   184   4   4    16
   268   184   4   4    17
   272   184   4   4    18
   276   184   4   4    18
   280   184   4   4    18
   284   184   4   4    19
   288   184   4   4    19
   292   184   4   4    19
   296   184   4   4    20
   300   184   4   4    20
   304   184   4   4    20
   308   184   4   4    20
   312   184   4   4    20
   316   184   4   4    21
   320   184   4   4    21
   324   184   4   4    21
   328   184   4   4    21
   332   184   4   4    21
   336   184   4   4    21
   340   184   4   4    21
   344   184   4   4    21
   348   184   4   4    21
   352   184   4   4    21
   356   184   4   4    21
   360   184   4   4    21
   364   184   4   4    21
   368   184   4   4    21
   372   184   4   4    22
   376   184   4   4    22
   380   184   4   4    21
   384   184   4   4    21
